	id_sent	head	dep	SCORE	SCORE_KSENIA	type	sent
1549	243	гибкую	наиболее	0	0	advmod	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1550	243	позицию	гибкую	1	1	amod	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1551	243	занимают	позицию	1	1	obj	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1552	243	том	занимают	0	0	acl	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1553	243	партии	те	0	0	det	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1554	243	партии	политические	0	0	amod	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1555	243	занимают	партии	0	0	nsubj	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1556	243	считали	которые	0	0	obj	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1557	243	считали	аналитики	0	0	nsubj	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1558	243	считали	традиционно	0	0	advmod	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1559	243	партии	считали	0	-	acl:relcl	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1560	243	занимают	склонными	-	-	xcomp	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1561	243	методам	к	0		case	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1562	243	методам	консервативным	0	0	amod	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1563	243	склонными	методам	0	0	obl	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1564	243	борьбы	предвыборной	0	0	amod	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1565	243	методам	борьбы	0	0	nmod	Специфика выборов в Государственную думу электорального цикла 2003 года состоит в том числе в том,  что наиболее гибкую позицию занимают те политические партии,  которые аналитики традиционно считали склонными к консервативным методам предвыборной борьбы.
1566	244	времени	доброго	2	2	det	Доброго времени суток,  Антонас!!!!!!!
1567	244	антонас	времени	-	-	obj	Доброго времени суток,  Антонас!!!!!!!
1568	244	времени	суток	2	2	nmod	Доброго времени суток,  Антонас!!!!!!!
1569	244	времени	антонас	-		conj	Доброго времени суток,  Антонас!!!!!!!
1570	245	бессмысленна	концепция	0	0	nsubj	Концепция льготного государства бессмысленна
1571	245	государства	льготного	2	2	amod	Концепция льготного государства бессмысленна
1572	246	любимов	как	-		case	Как Любимов водку на боржоми заменил.
1573	246	заменил	любимов	0	0	nsubj	Как Любимов водку на боржоми заменил.
1574	246	любимов	водку	-	-	nsubj	Как Любимов водку на боржоми заменил.
1575	246	боржоми	на	0		case	Как Любимов водку на боржоми заменил.
1576	246	водку	боржоми	-	-	nmod	Как Любимов водку на боржоми заменил.
1577	247	чём	о	0		case	О чём помнит остров
1578	247	помнит	чём	0	0	obl	О чём помнит остров
1579	247	помнит	остров	1	1	nsubj	О чём помнит остров
1580	248	сетей	для	0		case	EDI для розничных торговых сетей
1581	248	сетей	розничных	0	0	amod	EDI для розничных торговых сетей
1582	248	сетей	торговых	0	0	amod	EDI для розничных торговых сетей
1583	249	избавляется	фестиваль	0	0	nsubj	Фестиваль "Новое британское кино"  избавляется от статуса камерного мероприятия,  каковым считался первые годы.
1584	249	кино	новое	0	0	amod	Фестиваль "Новое британское кино"  избавляется от статуса камерного мероприятия,  каковым считался первые годы.
1585	249	кино	британское	0	0	amod	Фестиваль "Новое британское кино"  избавляется от статуса камерного мероприятия,  каковым считался первые годы.
1586	249	избавляется	кино	-	-	nsubj	Фестиваль "Новое британское кино"  избавляется от статуса камерного мероприятия,  каковым считался первые годы.
1587	249	статуса	от	0		case	Фестиваль "Новое британское кино"  избавляется от статуса камерного мероприятия,  каковым считался первые годы.
1588	249	избавляется	статуса	0	0	obl	Фестиваль "Новое британское кино"  избавляется от статуса камерного мероприятия,  каковым считался первые годы.
1589	249	мероприятия	камерного	0	0	amod	Фестиваль "Новое британское кино"  избавляется от статуса камерного мероприятия,  каковым считался первые годы.
1590	249	статуса	мероприятия	0	0	nmod	Фестиваль "Новое британское кино"  избавляется от статуса камерного мероприятия,  каковым считался первые годы.
1591	249	считался	каковым	0	0	advmod	Фестиваль "Новое британское кино"  избавляется от статуса камерного мероприятия,  каковым считался первые годы.
1592	249	избавляется	считался	-		conj	Фестиваль "Новое британское кино"  избавляется от статуса камерного мероприятия,  каковым считался первые годы.
1593	249	годы	первые	2	2	amod	Фестиваль "Новое британское кино"  избавляется от статуса камерного мероприятия,  каковым считался первые годы.
1594	249	считался	годы	0	0	xcomp	Фестиваль "Новое британское кино"  избавляется от статуса камерного мероприятия,  каковым считался первые годы.
1595	250	занавес	под	3		case	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1596	250	собрал	занавес	0	0	obl	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1597	250	сезона	политического	0	0	amod	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1598	250	занавес	сезона	1	1	nmod	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1599	250	собрал	глава	0	0	nsubj	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1600	250	глава	центризбиркома	0	0	nmod	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1601	250	центризбиркома	рф	0	0	nmod	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1602	250	глава	александр	0	0	appos	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1603	250	александр	вешняков	-		flat:name	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1604	250	собрал	представителей	0	0	obj	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1605	250	партий	политических	0	0	amod	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1606	250	представителей	партий	0	0	nmod	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1607	250	дал	и	0		cc	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1608	250	лукавить	дал	-		conj	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1609	250	дал	им	0		iobj	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1610	250	дал	совет	1	1	obj	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1611	250	совет	касающийся	0	0	acl	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1612	250	фондов	избирательных	0	0	amod	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1613	250	касающийся	фондов	1	0	obj	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1614	250	лукавить	не	0	0	advmod	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1615	250	фондов	лукавить	-		parataxis	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1616	250	химичить	и	0		cc	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1617	250	химичить	не	0	0	advmod	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1618	250	лукавить	химичить	-		conj	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1619	250	разрешил	и	0		cc	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1620	250	разрешил	брать	0	0	xcomp	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1621	250	брать	деньги	0	0	obj	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1622	250	олигархов	от	0		case	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1623	250	брать	олигархов	0	0	obl	Под занавес политического сезона глава Центризбиркома РФ Александр Вешняков собрал представителей политических партий и дал им совет,  касающийся избирательных фондов: "Не лукавить и не химичить!"  И разрешил брать деньги от олигархов.
1624	251	падает	спрос	1	1	nsubj	Спрос на государство не падает. "
1625	251	государство	на	0		case	Спрос на государство не падает. "
1626	251	падает	не	0	0	advmod	Спрос на государство не падает. "
1627	252	вечером	осенним	0	0	amod	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1628	252	вечером	дождливым	0	0	amod	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1629	252	утонул	вечером	0	0	obl	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1630	252	ушли	когда	-		mark	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1631	252	посетители	все	0	0	det	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1632	252	ушли	посетители	0	0	nsubj	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1633	252	вечером	ушли	0	0	acl:relcl	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1634	252	парка	из	0		case	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1635	252	ушли	парка	0	0	obl	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1636	252	остров	старый	0	0	amod	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1637	252	притих	остров	1	1	nsubj	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1638	252	остров	притих	-	-	nmod	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1639	252	утонул	и	0		cc	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1640	252	ушли	утонул	-		conj	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1641	252	воспоминаниях	в	3		case	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1642	252	утонул	воспоминаниях	2	2	obl	Осенним дождливым вечером,  когда все посетители ушли из парка,  старый остров притих и утонул в воспоминаниях.
1643	253	настроения	от	1		case	Лекарство от плохого настроения
1644	254	слова	на	3		case	Деньги,  выброшенные на слова
1645	254	выброшенные	слова	1	1	obl	Деньги,  выброшенные на слова
1646	256	млн	55	0	0	nummod	55 млн. долл. и 120 млн. евро ушли МВФ.
1647	256	ушли	млн	1	1	nsubj	55 млн. долл. и 120 млн. евро ушли МВФ.
1648	256	ушли	долл	-	-	nsubj	55 млн. долл. и 120 млн. евро ушли МВФ.
1649	256	120	и	0		cc	55 млн. долл. и 120 млн. евро ушли МВФ.
1650	256	долл	120	-	0	nummod	55 млн. долл. и 120 млн. евро ушли МВФ.
1651	256	ушли	млн	1	1	nsubj	55 млн. долл. и 120 млн. евро ушли МВФ.
1652	256	ушли	евро	-	-	nsubj	55 млн. долл. и 120 млн. евро ушли МВФ.
1653	256	ушли	мвф	0	0	nsubj	55 млн. долл. и 120 млн. евро ушли МВФ.
1654	257	вручена	12	0	0	obl	12 марта вручена литературная премия имени Аполлона Григорьева за 2001 год.
1655	257	премия	литературная	0	0	amod	12 марта вручена литературная премия имени Аполлона Григорьева за 2001 год.
1656	257	вручена	премия	0	0	nsubj:pass	12 марта вручена литературная премия имени Аполлона Григорьева за 2001 год.
1657	257	премия	имени	1	2	nmod	12 марта вручена литературная премия имени Аполлона Григорьева за 2001 год.
1658	257	имени	аполлона	0	0	nmod	12 марта вручена литературная премия имени Аполлона Григорьева за 2001 год.
1659	257	аполлона	григорьева	-		flat:name	12 марта вручена литературная премия имени Аполлона Григорьева за 2001 год.
1660	257	год	за	0		case	12 марта вручена литературная премия имени Аполлона Григорьева за 2001 год.
1661	257	год	2001	0	0	amod	12 марта вручена литературная премия имени Аполлона Григорьева за 2001 год.
1662	257	премия	год	0	0	nmod	12 марта вручена литературная премия имени Аполлона Григорьева за 2001 год.
1663	258	состоялись	нынче	0	0	advmod	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1664	258	состоялись	они	0	0	nsubj	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1665	258	базе	на	0		case	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1666	258	базе	новой	0	0	amod	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1667	258	базе	лыжной	0	0	amod	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1668	258	состоялись	базе	0	0	obl	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1669	258	трассах	и	0		cc	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1670	258	подготовленных	специально	0	0	advmod	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1671	258	трассах	подготовленных	0	0	acl	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1672	258	состоялись	трассах	0	0	obl	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1673	258	трассах	к	0		case	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1674	258	трассах	предстоящему	-	-	acl	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1675	258	начале	в	2		case	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1676	258	предстоящему	начале	0	0	obl	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1677	258	начале	февраля	0	0	nmod	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1678	258	состоялись	первенству	-	-	obl	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1679	258	округа	приволжского	0	0	amod	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1680	258	округа	федерального	0	0	amod	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1681	258	первенству	округа	0	0	nmod	Нынче они состоялись на новой лыжной базе и специально подготовленных трассах к предстоящему в начале февраля первенству Приволжского федерального округа.
1682	261	минутку	буквально	0	0	advmod	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1683	261	минутку	на	2		case	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1684	261	заскочил	минутку	0	1	obl	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1685	261	блог	на	0		case	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1686	261	заскочил	блог	1	1	obl	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1687	261	поделиться	чтобы	-		mark	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1688	261	заскочил	поделиться	1	1	advcl	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1689	261	эмоциями	свежими	1	1	amod	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1690	261	поделиться	эмоциями	1	2	obl	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1691	261	похода	от	0		case	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1692	261	эмоциями	похода	0	0	nmod	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1693	261	представление	на	0		case	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1694	261	представление	любопытное	0	0	amod	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1695	261	поделиться	представление	-	-	obl	Буквально на минутку заскочил на блог,  чтобы поделиться свежими эмоциями от похода на любопытное представление.
1696	262	протокол	киотский	2	1	amod	Киотский протокол!
1697	263	объявила	компания	0	0	nsubj	Компания iRU объявила о начале серийного производства второго ноутбука класса "замена настольного ПК"  с 17-дюймовой WXGA-матрицей -- Brava 4717.
